,fighter_1,fighter_2,winner,A_Sig._str._%,A_Td_%,A_Ctrl_%,B_Sig._str._%,B_Td_%,B_Ctrl_%
37,Azamat Murzakanov,Brendson Ribeiro,Azamat Murzakanov,0.75,0.0,1.0,0.36,0.0,0.0
38,Merab Dvalishvili,Sean O'Malley,Merab Dvalishvili,0.45,0.4166666666666667,1.0,0.54,0.0,0.0
39,Jeka Saragih,JooSang Yoo,JooSang Yoo,0.5,0.0,0.0,0.75,0.0,0.0
40,Khaos Williams,Andreas Gustafsson,Andreas Gustafsson,0.52,0.0,0.19268635724331926,0.76,0.5714285714285714,0.8073136427566807
41,Bruno Silva,Joshua Van,Joshua Van,0.51,0.16666666666666666,0.12857142857142856,0.57,0.0,0.8714285714285714
42,Vicente Luque,Kevin Holland,Kevin Holland,0.52,0.0,0.0,0.54,1.0,1.0
43,Serghei Spivac,Waldo Cortes-Acosta,Waldo Cortes-Acosta,0.4,0.3333333333333333,1.0,0.46,0.0,0.0
44,Ariane da Silva,Wang Cong,Wang Cong,0.35,0.0,0.15789473684210525,0.64,0.0,0.8421052631578947
45,Kelvin Gastelum,Joe Pyfer,Joe Pyfer,0.33,0.0,0.46551724137931033,0.5,0.5,0.5344827586206896
46,Quillan Salkilld,Yanal Ashmouz,Quillan Salkilld,0.63,0.34782608695652173,0.7804459691252144,0.52,0.0,0.2195540308747856
47,Mario Bautista,Patchy Mix,Mario Bautista,0.57,0.0,0.0,0.4,0.0,0.0
48,Julianna Pena,Kayla Harrison,Kayla Harrison,0.3,0.0,0.0,0.55,0.6666666666666666,1.0
49,Zachary Reese,Dusko Todorovic,Zachary Reese,0.46,0.6666666666666666,0.19315403422982885,0.53,0.3076923076923077,0.8068459657701712
50,Mateusz Gamrot,Ludovit Klein,Mateusz Gamrot,0.59,0.5454545454545454,0.958029197080292,0.32,0.0,0.041970802919708027
51,Dustin Jacoby,Bruno Lopes,Dustin Jacoby,0.58,0.0,1.0,0.33,0.0,0.0
52,Bolaji Oki,Michael Aswell,Bolaji Oki,0.44,0.0,0.0,0.38,0.0,0.0
53,Rayanne dos Santos,Alice Ardelean,Alice Ardelean,0.34,0.16666666666666666,0.4838709677419355,0.43,1.0,0.5161290322580645
54,Kurt Holobaugh,Jordan Leavitt,Jordan Leavitt,0.0,0.0,0.0,1.0,0.75,1.0
55,Billy Ray Goff,Ramiz Brahimaj,Ramiz Brahimaj,0.33,0.0,0.36645962732919257,1.0,0.6666666666666666,0.6335403726708074
56,Jafel Filho,Allan Nascimento,Allan Nascimento,0.46,0.5714285714285714,0.47322540473225405,0.5,0.16666666666666666,0.526774595267746
57,Ketlen Vieira,Macy Chiasson,Ketlen Vieira,0.43,0.0,0.9483568075117371,0.51,0.0,0.051643192488262914
58,Luana Santos,Tainara Lisboa,Luana Santos,0.78,1.0,1.0,0.17,0.0,0.0
59,Jared Gordon,Thiago Moises,Jared Gordon,0.53,1.0,1.0,0.55,0.0,0.0
60,Gilbert Burns,Michael Morales,Michael Morales,0.27,0.5,0.75,0.58,0.0,0.25
61,HyunSung Park,Carlos Hernandez,HyunSung Park,0.63,1.0,1.0,0.23,0.0,0.0
62,Dustin Stoltzfus,Nursulton Ruziboev,Nursulton Ruziboev,0.56,0.4,0.607421875,0.51,0.5,0.392578125
63,Yadier del Valle,Connor Matthews,Yadier del Valle,0.75,1.0,1.0,0.3,0.0,0.0
64,Elise Reed,Denise Gomes,Denise Gomes,0.52,0.0,0.0,0.66,1.0,1.0
65,Julian Erosa,Melquizael Costa,Melquizael Costa,0.39,0.3,0.9029535864978903,0.5,0.6666666666666666,0.0970464135021097
66,Sodiq Yusuff,Mairon Santos,Mairon Santos,0.41,0.3333333333333333,0.5104602510460251,0.48,0.0,0.4895397489539749
67,Gabe Green,Matheus Camilo,Gabe Green,0.44,0.0,0.46808510638297873,0.48,0.6666666666666666,0.5319148936170213
68,Tecia Pennington,Luana Pinheiro,Tecia Pennington,0.49,0.0,0.3013698630136986,0.36,0.5,0.6986301369863014
69,Brad Katona,Bekzat Almakhan,Bekzat Almakhan,0.25,0.0,0.0,0.72,0.0,1.0
70,Navajo Stirling,Ivan Erslan,Navajo Stirling,0.48,0.6,0.6418439716312057,0.36,0.0,0.35815602836879434
71,Benoit Saint Denis,Kyle Prepolec,Benoit Saint Denis,0.77,0.6,0.9793510324483776,0.44,0.0,0.02064896755162242
72,Daniel Santos,JeongYeong Lee,Daniel Santos,0.48,0.3333333333333333,1.0,0.45,0.0,0.0
73,Modestas Bukauskas,Ion Cutelaba,Modestas Bukauskas,0.47,0.0,0.3788546255506608,0.44,0.0,0.6211453744493393
74,Alexa Grasso,Natalia Silva,Natalia Silva,0.32,0.0,0.7272727272727273,0.39,0.0,0.2727272727272727
75,Mike Malott,Charles Radtke,Mike Malott,0.59,0.0,1.0,0.3,0.0,0.0
76,Jessica Andrade,Jasmine Jasudavicius,Jasmine Jasudavicius,0.5,0.0,0.0,0.61,0.5,1.0
77,Marc-Andre Barriault,Bruno Silva,Marc-Andre Barriault,0.58,0.0,1.0,0.5,0.0,0.0
78,Jose Aldo,Aiemann Zahabi,Aiemann Zahabi,0.4,0.0,0.0125,0.49,0.0,0.9875
79,Belal Muhammad,Jack Della Maddalena,Jack Della Maddalena,0.41,0.3333333333333333,0.8340248962655602,0.52,0.0,0.16597510373443983
80,Valentina Shevchenko,Manon Fiorot,Valentina Shevchenko,0.48,0.2222222222222222,0.2077922077922078,0.44,0.08333333333333333,0.7922077922077922
81,Cory Sandhagen,Deiveson Figueiredo,Cory Sandhagen,0.62,1.0,0.908284023668639,0.66,0.4,0.09171597633136094
82,Montel Jackson,Daniel Marcos,Montel Jackson,0.45,0.25,0.3861209964412811,0.53,0.42857142857142855,0.6138790035587188
83,Juliana Miller,Ivana Petrovic,Juliana Miller,0.4,0.3333333333333333,0.745814307458143,0.47,0.2,0.2541856925418569
84,Gaston Bolanos,Quang Le,Quang Le,0.25,0.0,0.0,0.71,0.5714285714285714,1.0
85,Yana Santos,Miesha Tate,Yana Santos,0.56,0.0,0.13105413105413105,0.34,0.14285714285714285,0.8689458689458689
86,Reinier de Ridder,Bo Nickal,Reinier de Ridder,0.68,0.0,0.4725274725274725,0.38,1.0,0.5274725274725275
87,Ryan Loder,Azamat Bekoev,Azamat Bekoev,0.52,0.0,0.16883116883116883,0.5,0.0,0.8311688311688312
88,Jeremy Stephens,Mason Jones,Mason Jones,0.38,0.0,0.029411764705882353,0.35,0.6666666666666666,0.9705882352941176
89,Marina Rodriguez,Gillian Robertson,Gillian Robertson,0.23,0.0,0.0,0.39,0.6666666666666666,1.0
90,Cameron Smotherman,Serhiy Sidey,Serhiy Sidey,0.43,0.0,0.0,0.41,0.4166666666666667,1.0
91,Santiago Ponzinibbio,Daniel Rodriguez,Daniel Rodriguez,0.44,0.125,0.8461538461538461,0.39,0.0,0.15384615384615385
92,Thomas Petersen,Don'Tale Mayes,Thomas Petersen,0.54,1.0,1.0,0.27,0.0,0.0
93,Chris Gutierrez,John Castaneda,Chris Gutierrez,0.54,0.0,0.11854103343465046,0.53,1.0,0.8814589665653495
94,Da'Mon Blackshear,Alatengheili,Da'Mon Blackshear,0.45,0.0,0.0,0.32,0.0,1.0
95,Jaqueline Amorim,Polyana Viana,Jaqueline Amorim,0.75,1.0,1.0,0.0,0.0,0.0
96,Ian Machado Garry,Carlos Prates,Ian Machado Garry,0.52,0.21052631578947367,0.6406779661016949,0.48,0.0,0.3593220338983051
97,Giga Chikadze,David Onama,David Onama,0.47,0.0,0.0,0.56,1.0,1.0
98,Evan Elder,Gauge Young,Evan Elder,0.54,0.0,0.8888888888888888,0.44,0.0,0.1111111111111111
99,Malcolm Wellmaker,Cameron Saaiman,Malcolm Wellmaker,0.5,0.0,1.0,0.5,0.0,0.0
100,Randy Brown,Nicolas Dalby,Randy Brown,0.47,0.0,0.03529411764705882,0.35,0.0,0.9647058823529412
101,Ikram Aliskerov,Andre Muniz,Ikram Aliskerov,0.64,0.0,1.0,0.44,0.0,0.0
102,Anthony Smith,Zhang Mingyang,Zhang Mingyang,0.47,0.0,0.15384615384615385,0.77,0.0,0.8461538461538461
103,Chelsea Chandler,Joselyne Edwards,Joselyne Edwards,0.43,0.0,0.0,0.71,1.0,1.0
104,Matt Schnell,Jimmy Flick,Matt Schnell,0.57,0.0,0.3144399460188934,0.6,0.7142857142857143,0.6855600539811066
105,Timmy Cuamba,Roberto Romero,Timmy Cuamba,0.51,0.25,0.07947019867549669,0.52,0.0,0.9205298013245033
106,Michel Pereira,Abus Magomedov,Abus Magomedov,0.43,0.0,0.2823529411764706,0.58,0.25,0.7176470588235294
107,Nora Cornolle,Hailey Cowan,Nora Cornolle,0.66,0.0,0.2605042016806723,0.42,0.5,0.7394957983193278
108,Yan Xiaonan,Virna Jandiroba,Virna Jandiroba,0.38,0.0,0.04313099041533546,0.55,0.2727272727272727,0.9568690095846646
109,Nikita Krylov,Dominick Reyes,Dominick Reyes,0.18,0.0,0.0,0.47,0.0,1.0
110,Sumudaerji,Mitch Raposo,Sumudaerji,0.39,0.0,0.0,0.34,0.3157894736842105,1.0
111,Yair Rodriguez,Patricio Freire,Yair Rodriguez,0.57,1.0,0.6204819277108434,0.34,0.25,0.3795180722891566
112,Sedriques Dumas,Michal Oleksiejczuk,Michal Oleksiejczuk,0.11,0.0,0.0,0.59,0.0,1.0
113,Tresean Gore,Marco Tulio,Marco Tulio,0.28,0.0,0.12244897959183673,0.72,0.0,0.8775510204081632
114,Darren Elkins,Julian Erosa,Julian Erosa,0.41,0.14285714285714285,0.5,0.73,0.0,0.5
115,Michael Chandler,Paddy Pimblett,Paddy Pimblett,0.39,0.5714285714285714,0.3685393258426966,0.55,0.5,0.6314606741573033
116,Bryce Mitchell,Jean Silva,Jean Silva,0.56,0.07142857142857142,0.8442622950819673,0.42,0.0,0.1557377049180328
117,Dan Ige,Sean Woodson,Dan Ige,0.41,0.0,0.7674418604651163,0.44,0.0,0.23255813953488372
118,Jim Miller,Chase Hooper,Chase Hooper,0.37,1.0,0.14002828854314003,0.47,0.5714285714285714,0.85997171145686
119,Alexander Volkanovski,Diego Lopes,Alexander Volkanovski,0.61,0.09090909090909091,0.9397590361445783,0.32,0.0,0.060240963855421686
120,Josh Emmett,Lerone Murphy,Lerone Murphy,0.28,0.36363636363636365,0.9733333333333334,0.53,0.0,0.02666666666666667
121,Vanessa Demopoulos,Talita Alencar,Talita Alencar,0.29,0.0,0.002631578947368421,0.6,0.8,0.9973684210526316
122,Pat Sabatini,Joanderson Brito,Pat Sabatini,0.77,0.8,1.0,0.33,0.0,0.0
123,Rhys McKee,Daniel Frunza,Rhys McKee,0.38,0.0,1.0,0.36,0.0,0.0
124,Diana Belbita,Dione Barbosa,Dione Barbosa,0.28,0.0,0.0,0.54,1.0,1.0
125,Brad Tavares,Gerald Meerschaert,Brad Tavares,0.43,0.0,0.0035087719298245615,0.45,0.0,0.9964912280701754
126,Martin Buday,Uran Satybaldiev,Martin Buday,0.54,0.0,0.9386503067484663,0.25,0.0,0.06134969325153374
127,Torrez Finney,Robert Valentin,Torrez Finney,0.5,0.47058823529411764,0.9802955665024631,0.58,0.0,0.019704433497536946
128,Ode Osbourne,Luis Gurule,Ode Osbourne,0.41,0.0,0.04861111111111111,0.35,0.25,0.9513888888888888
129,Cortavious Romious,ChangHo Lee,ChangHo Lee,0.45,0.6666666666666666,0.27467811158798283,0.59,0.5,0.7253218884120172
130,Victor Henry,Pedro Falcao,Victor Henry,0.48,0.6666666666666666,0.5841121495327103,0.48,0.3076923076923077,0.4158878504672897
131,Loma Lookboonmee,Istela Nunes,Loma Lookboonmee,0.42,0.6,0.5842217484008528,0.58,0.0,0.4157782515991471
132,Raul Rosas Jr.,Vince Morales,Raul Rosas Jr.,0.51,0.5,0.8117977528089888,0.54,1.0,0.18820224719101122
133,Christian Rodriguez,Melquizael Costa,Melquizael Costa,0.65,0.4,0.5820256776034237,0.61,0.5,0.41797432239657634
134,Edgar Chairez,CJ Vergara,Edgar Chairez,0.29,0.0,1.0,0.46,0.0,0.0
135,David Martinez,Saimon Oliveira,David Martinez,0.65,0.0,1.0,0.29,0.0,0.0
136,Jamall Emmers,Gabriel Miranda,Jamall Emmers,0.61,0.0,0.3656716417910448,0.51,0.5,0.6343283582089553
137,Ronaldo Rodriguez,Kevin Borjas,Kevin Borjas,0.42,0.2,0.9661016949152542,0.58,0.0,0.03389830508474576
138,MarQuel Mederos,Austin Hubbard,MarQuel Mederos,0.64,0.0,0.170018281535649,0.4,0.2222222222222222,0.829981718464351
139,Jose Daniel Medina,Ateba Gautier,Ateba Gautier,0.51,0.0,0.0,0.56,0.0,0.0
140,Manuel Torres,Drew Dober,Manuel Torres,0.92,0.0,1.0,0.33,0.0,0.0
141,Brandon Moreno,Steve Erceg,Brandon Moreno,0.5,0.2,1.0,0.41,0.0,0.0
142,Rafa Garcia,Vinc Pichel,Rafa Garcia,0.53,0.3333333333333333,0.9926470588235294,0.43,0.0,0.007352941176470588
143,Loopy Godinez,Julia Polastri,Loopy Godinez,0.56,0.45454545454545453,0.9594882729211087,0.57,0.0,0.04051172707889126
144,Christian Leroy Duncan,Andrey Pulyaev,Christian Leroy Duncan,0.51,0.0,0.755056179775281,0.32,0.0,0.2449438202247191
145,Jan Blachowicz,Carlos Ulberg,Carlos Ulberg,0.45,0.0,0.0,0.47,0.0,1.0
146,Marcin Tybura,Mick Parkin,Marcin Tybura,0.39,0.5,0.2147887323943662,0.41,1.0,0.7852112676056338
147,Nathaniel Wood,Morgan Charriere,Nathaniel Wood,0.6,0.0,0.22727272727272727,0.44,0.3333333333333333,0.7727272727272727
148,Shauna Bannon,Puja Tomar,Shauna Bannon,0.5,0.0,0.46825396825396826,0.5,0.0,0.5317460317460317
149,Molly McCann,Alexia Thainara,Alexia Thainara,0.42,0.0,0.0,0.52,1.0,1.0
150,Gunnar Nelson,Kevin Holland,Kevin Holland,0.62,0.3,0.8988941548183255,0.61,0.0,0.10110584518167456
151,Jai Herbert,Chris Padilla,Chris Padilla,0.31,0.0,0.0045045045045045045,0.39,0.0,0.9954954954954955
152,Jordan Vucenic,Chris Duncan,Chris Duncan,0.61,0.5,0.034383954154727794,0.37,0.8,0.9656160458452722
153,Guram Kutateladze,Kaue Fernandes,Kaue Fernandes,0.4,0.0,0.046296296296296294,0.53,1.0,0.9537037037037037
154,Leon Edwards,Sean Brady,Sean Brady,0.65,0.0,0.021897810218978103,0.61,0.7142857142857143,0.9781021897810219
155,Nathan Fletcher,Caolan Loughran,Caolan Loughran,0.59,0.14285714285714285,0.4150326797385621,0.35,0.5,0.5849673202614379
156,Lone'er Kavanagh,Felipe dos Santos,Lone'er Kavanagh,0.59,0.6666666666666666,0.8752783964365256,0.49,0.0,0.12472160356347439
157,SeungWoo Choi,Kevin Vallejos,Kevin Vallejos,0.36,0.0,0.0,0.51,0.0,1.0
158,Daniel Barez,Andre Lima,Andre Lima,0.41,0.2,0.05537459283387622,0.67,1.0,0.9446254071661238
159,Waldo Cortes-Acosta,Ryan Spann,Waldo Cortes-Acosta,0.59,0.0,0.9193548387096774,0.26,0.0,0.08064516129032258
160,Stephanie Luciano,Sam Hughes,Sam Hughes,0.32,0.5,0.22321428571428573,0.5,0.375,0.7767857142857143
161,Yuneisy Duben,Carli Judice,Carli Judice,0.34,0.0,0.0,0.39,0.0,1.0
162,Diyar Nurgozhay,Brendson Ribeiro,Brendson Ribeiro,0.43,1.0,0.7777777777777778,0.48,0.0,0.2222222222222222
163,Da'Mon Blackshear,Cody Gibson,Da'Mon Blackshear,0.33,0.0,0.5668449197860963,0.63,0.2,0.43315508021390375
164,Josiane Nunes,Priscila Cachoeira,Priscila Cachoeira,0.46,0.0,0.0,0.48,0.0,1.0
165,Carlos Vera,Josias Musasa,Carlos Vera,0.66,0.0,0.5833333333333334,0.41,0.0,0.4166666666666667
166,Marvin Vettori,Roman Dolidze,Roman Dolidze,0.5,0.0,0.0,0.41,0.0,1.0
167,SuYoung You,AJ Cunningham,SuYoung You,0.56,0.5,1.0,0.3,0.0,0.0
168,Alexander Hernandez,Kurt Holobaugh,Alexander Hernandez,0.39,0.8,0.925754060324826,0.41,0.0,0.07424593967517401
169,Chidi Njokuani,Elizeu Zaleski dos Santos,Chidi Njokuani,0.52,0.0,0.11904761904761904,0.34,0.2,0.8809523809523809
170,Djorden Santos,Ozzy Diaz,Ozzy Diaz,0.37,0.3333333333333333,1.0,0.51,0.0,0.0
171,Amanda Lemos,Iasmin Lucindo,Amanda Lemos,0.57,0.6,0.6620498614958449,0.25,1.0,0.3379501385041551
172,Jalin Turner,Ignacio Bahamondes,Ignacio Bahamondes,0.35,0.0,1.0,0.62,0.0,0.0
173,Alex Morono,Carlos Leal,Carlos Leal,0.42,0.0,0.8695652173913043,0.65,0.0,0.13043478260869565
174,Mairon Santos,Francis Marshall,Mairon Santos,0.44,0.0,0.012738853503184714,0.27,0.6,0.9872611464968153
175,Justin Gaethje,Rafael Fiziev,Justin Gaethje,0.53,0.0,0.696969696969697,0.57,1.0,0.30303030303030304
176,King Green,Mauricio Ruffy,Mauricio Ruffy,0.26,0.0,0.0,0.44,0.0,1.0
177,Alex Pereira,Magomed Ankalaev,Magomed Ankalaev,0.55,0.0,0.0,0.52,0.0,1.0
178,Brunno Ferreira,Armen Petrosyan,Brunno Ferreira,0.48,0.2857142857142857,1.0,0.55,0.0,0.0
179,Joshua Van,Rei Tsuruya,Joshua Van,0.6,0.0,0.17921146953405018,0.38,0.19047619047619047,0.8207885304659498
180,Ricardo Ramos,Chepe Mariscal,Chepe Mariscal,0.4,0.25,0.15300546448087432,0.52,0.4,0.8469945355191257
181,Danny Silva,Lucas Almeida,Danny Silva,0.59,0.3333333333333333,0.7424242424242424,0.3,0.0,0.25757575757575757
182,Nasrat Haqparast,Esteban Ribovics,Nasrat Haqparast,0.49,0.2,1.0,0.33,0.0,0.0
183,Cody Brundage,Julian Marquez,Cody Brundage,0.55,0.0,0.6153846153846154,0.5,0.0,0.38461538461538464
184,Danny Barlow,Sam Patterson,Sam Patterson,0.5,0.0,0.0,0.52,0.0,1.0
185,Andrea Lee,JJ Aldrich,JJ Aldrich,0.3,0.25,0.36507936507936506,0.54,0.6666666666666666,0.6349206349206349
186,Charles Johnson,Ramazan Temirov,Ramazan Temirov,0.42,0.0,0.7722772277227723,0.39,0.5,0.22772277227722773
187,Austen Lane,Mario Pinto,Mario Pinto,0.5,0.0,0.7464788732394366,0.56,0.0,0.2535211267605634
188,Manel Kape,Asu Almabayev,Manel Kape,0.53,0.0,1.0,0.5,0.0,0.0
189,Hyder Amil,William Gomis,Hyder Amil,0.56,0.16666666666666666,0.6653061224489796,0.54,0.0,0.3346938775510204
190,Ion Cutelaba,Ibo Aslan,Ion Cutelaba,0.45,0.5,1.0,0.5,0.0,0.0
191,Rob Font,Jean Matsumoto,Rob Font,0.55,0.0,0.17218543046357615,0.42,0.7,0.8278145695364238
192,Nursulton Ruziboev,Eric McConico,Nursulton Ruziboev,0.47,0.0,1.0,0.38,0.0,0.0
193,Jean Silva,Melsik Baghdasaryan,Jean Silva,0.66,0.0,1.0,0.28,0.0,0.0
194,Ricky Simon,Javid Basharat,Ricky Simon,0.52,0.3333333333333333,0.987012987012987,0.55,0.0,0.012987012987012988
195,Andre Fili,Melquizael Costa,Melquizael Costa,0.29,1.0,1.0,0.48,0.0,0.0
196,Henry Cejudo,Song Yadong,Song Yadong,0.5,0.0,0.0,0.47,0.0,0.0
197,Brendan Allen,Anthony Hernandez,Anthony Hernandez,0.53,0.0,0.2225,0.71,0.5,0.7775
198,Alonzo Menifield,Julius Walker,Alonzo Menifield,0.59,0.0,0.11497326203208556,0.5,0.1111111111111111,0.8850267379679144
199,Nikolay Veretennikov,Austin Vanderford,Austin Vanderford,0.26,0.0,0.0,0.75,0.5,1.0
200,Modestas Bukauskas,Rafael Cerqueira,Modestas Bukauskas,0.39,0.0,1.0,0.4,0.0,0.0
201,Mansur Abdul-Malik,Nick Klein,Mansur Abdul-Malik,0.53,0.3333333333333333,0.16203703703703703,0.6,0.1111111111111111,0.8379629629629629
202,Connor Matthews,Jose Delgado,Jose Delgado,0.26,0.6666666666666666,0.8545454545454545,0.52,0.0,0.14545454545454545
203,Angela Hill,Ketlen Souza,Angela Hill,0.54,0.3333333333333333,0.9890510948905109,0.5,0.0,0.010948905109489052
204,Rafael Estevam,Jesus Aguilar,Rafael Estevam,0.36,0.5789473684210527,0.8836477987421384,0.4,0.4,0.11635220125786164
205,Julia Avila,Jacqueline Cavalcanti,Jacqueline Cavalcanti,0.39,0.5,1.0,0.36,0.0,0.0
206,Vince Morales,Elijah Smith,Elijah Smith,0.46,0.5,0.5194444444444445,0.41,0.75,0.48055555555555557
207,Gabriel Bonfim,Khaos Williams,Gabriel Bonfim,0.48,0.8,0.816,0.22,0.0,0.184
208,Rodolfo Vieira,Andre Petroski,Andre Petroski,0.58,0.09090909090909091,0.9565217391304348,0.49,0.0,0.043478260869565216
209,Jared Cannonier,Gregory Rodrigues,Jared Cannonier,0.48,0.3333333333333333,0.8835616438356164,0.42,0.0,0.11643835616438356
210,Calvin Kattar,Youssef Zalal,Youssef Zalal,0.28,0.0,0.0,0.55,0.0,0.0
211,Don'Tale Mayes,Valter Walker,Valter Walker,0.5,0.0,0.0,0.33,0.5,1.0
212,Ismael Bonfim,Nazim Sadykhov,Nazim Sadykhov,0.61,0.0,0.0,0.28,0.0,1.0
213,Edmen Shahbazyan,Dylan Budka,Edmen Shahbazyan,0.46,0.0,1.0,0.06,0.0,0.0
214,Wang Cong,Bruna Brasil,Wang Cong,0.56,1.0,1.0,0.48,0.0,0.0
215,Zhang Weili,Tatiana Suarez,Zhang Weili,0.6,0.3333333333333333,0.6475247524752475,0.33,0.06666666666666667,0.35247524752475246
216,Justin Tafa,Tallison Teixeira,Tallison Teixeira,0.0,0.0,0.0,0.88,0.0,1.0
217,Colby Thicknesse,Aleksandre Topuria,Aleksandre Topuria,0.29,0.0,0.0,0.51,0.5,1.0
218,Dricus Du Plessis,Sean Strickland,Dricus Du Plessis,0.46,0.5,1.0,0.48,0.0,0.0
219,Rongzhu,Kody Steele,Rongzhu,0.51,0.0,0.75,0.28,0.25,0.25
220,Quillan Salkilld,Anshul Jubli,Quillan Salkilld,0.85,0.0,1.0,0.0,0.0,0.0
221,Jake Matthews,Francisco Prado,Jake Matthews,0.36,0.0,0.22727272727272727,0.4,0.16666666666666666,0.7727272727272727
222,Jonathan Micallef,Kevin Jousset,Jonathan Micallef,0.44,0.0,1.0,0.39,0.0,0.0
224,Tom Nolan,Viacheslav Borshchev,Tom Nolan,0.39,0.125,0.38782051282051283,0.55,0.0,0.6121794871794872
225,Jack Jenkins,Gabriel Santos,Gabriel Santos,0.7,0.0,0.2697495183044316,0.63,0.5714285714285714,0.7302504816955684
226,Shamil Gaziev,Thomas Petersen,Shamil Gaziev,0.43,0.0,0.1111111111111111,0.55,1.0,0.8888888888888888
227,Terrance McKinney,Damir Hadzovic,Terrance McKinney,0.78,0.0,0.8823529411764706,0.3,0.5,0.11764705882352941
228,Jasmine Jasudavicius,Mayra Bueno Silva,Jasmine Jasudavicius,0.53,0.6,1.0,0.51,0.0,0.0
229,Muhammad Naimov,Kaan Ofli,Muhammad Naimov,0.34,1.0,0.6098003629764065,0.46,0.0,0.39019963702359345
230,Hamdy Abdelwahab,Jamal Pogues,Hamdy Abdelwahab,0.5,1.0,1.0,0.56,0.0,0.0
231,Shara Magomedov,Michael Page,Michael Page,0.43,0.0,0.4444444444444444,0.57,0.0,0.5555555555555556
232,Israel Adesanya,Nassourdine Imavov,Nassourdine Imavov,0.52,0.0,0.0,0.48,0.0,1.0
233,Said Nurmagomedov,Vinicius Oliveira,Vinicius Oliveira,0.48,0.1111111111111111,0.11836734693877551,0.45,0.6,0.8816326530612245
234,Bogdan Grad,Lucas Alexander,Bogdan Grad,0.69,0.375,0.659846547314578,0.65,0.0,0.340153452685422
235,Fares Ziam,Mike Davis,Fares Ziam,0.62,0.5714285714285714,0.6432835820895523,0.57,0.125,0.3567164179104478
236,Sergei Pavlovich,Jairzinho Rozenstruik,Sergei Pavlovich,0.41,1.0,1.0,0.3,0.0,0.0
237,Tagir Ulanbekov,Clayton Carpenter,Tagir Ulanbekov,0.56,0.5,0.6932203389830508,0.6,0.25,0.30677966101694915
238,Jiri Prochazka,Jamahal Hill,Jiri Prochazka,0.58,0.0,1.0,0.45,0.0,0.0
239,Zachary Reese,Azamat Bekoev,Azamat Bekoev,0.54,0.0,0.0,0.8,0.5,1.0
240,Merab Dvalishvili,Umar Nurmagomedov,Merab Dvalishvili,0.42,0.23333333333333334,0.5941422594142259,0.43,0.13333333333333333,0.40585774058577406
241,Karol Rosa,Ailin Perez,Ailin Perez,0.47,0.0,0.0,0.47,0.25,1.0
242,Jailton Almeida,Serghei Spivac,Jailton Almeida,0.74,1.0,0.4576271186440678,0.53,1.0,0.5423728813559322
243,Kevin Holland,Reinier de Ridder,Reinier de Ridder,0.84,0.0,0.0,0.57,1.0,1.0
244,Bogdan Guskov,Billy Elekana,Bogdan Guskov,0.66,0.0,0.27631578947368424,0.71,1.0,0.7236842105263158
245,Islam Makhachev,Renato Moicano,Islam Makhachev,0.31,0.5,1.0,0.33,0.0,0.0
246,Ricky Turcios,Benardo Sopaj,Benardo Sopaj,0.54,0.1111111111111111,0.43609022556390975,0.58,0.6666666666666666,0.5639097744360902
247,Payton Talbott,Raoni Barcelos,Raoni Barcelos,0.58,1.0,0.12724550898203593,0.72,0.5333333333333333,0.8727544910179641
248,Rinya Nakamura,Muin Gafurov,Muin Gafurov,0.42,0.0,0.39147286821705424,0.41,0.0,0.6085271317829457
249,Grant Dawson,Diego Ferreira,Grant Dawson,0.57,0.5454545454545454,0.9701492537313433,0.67,0.0,0.029850746268656716
250,Christian Rodriguez,Austin Bashi,Christian Rodriguez,0.53,0.5,0.36968576709796674,0.46,0.16666666666666666,0.6303142329020333
251,Marco Tulio,Ihor Potieria,Marco Tulio,0.53,0.0,1.0,0.4,0.0,0.0
252,Santiago Ponzinibbio,Carlston Harris,Santiago Ponzinibbio,0.43,0.0,0.6909090909090909,0.37,0.0,0.3090909090909091
253,Chris Curtis,Roman Kopylov,Roman Kopylov,0.54,0.0,0.0,0.42,0.16666666666666666,1.0
254,Mackenzie Dern,Amanda Ribas,Mackenzie Dern,0.58,0.3333333333333333,0.44122383252818037,0.3,1.0,0.5587761674718197
255,Thiago Moises,Trey Ogden,Thiago Moises,0.58,0.0,0.9761388286334056,0.62,1.0,0.02386117136659436
256,Magomed Gadzhiyasulov,Bruno Lopes,Bruno Lopes,0.46,0.0,0.02443280977312391,0.47,0.35714285714285715,0.9755671902268761
257,Jose Johnson,Felipe Bunes,Felipe Bunes,0.57,0.0,0.8135593220338984,0.28,0.0,0.1864406779661017
258,Nurullo Aliev,Joe Solecki,Nurullo Aliev,0.39,1.0,0.9319470699432892,0.41,1.0,0.06805293005671077
259,Ernesta Kareckaite,Nicolle Caliari,Ernesta Kareckaite,0.42,0.0,0.30293159609120524,0.4,0.21428571428571427,0.6970684039087948
260,Punahele Soriano,Uros Medic,Punahele Soriano,0.76,0.0,1.0,0.66,0.0,0.0
261,Preston Parsons,Jacobe Smith,Jacobe Smith,0.5,0.0,0.0,0.52,0.0,1.0
262,Cesar Almeida,Abdul Razak Alhassan,Cesar Almeida,0.68,0.0,0.031914893617021274,0.51,0.0,0.9680851063829787
263,Fatima Kline,Viktoriia Dudakova,Fatima Kline,0.46,1.0,0.6992337164750958,0.33,0.3333333333333333,0.3007662835249042
264,Cub Swanson,Billy Quarantillo,Cub Swanson,0.62,0.0,0.072992700729927,0.4,0.2727272727272727,0.927007299270073
